ABF	abej-'Ef
gižlowu	giz`loUu
Kohlowu	kHoloUu
wudeptej	hudEptej
cliśu	tsl*jis+u
diskeśe	d1'skEs+E
tepišce	tEpis`tsE
soby	sOb3/*+
butriś	butr*jis+
brunchy	brantSE
helikoptrowu	hel*ji'kHOptrowu
tarnystarjowu	tarn3/*+star*joUu
peruańska	pHeru'a:Jska
mudŕśo	mudr*js+O
kopśtej	kOps+tej
běźtej	bIs+tej
deale	di:l*jE
Chółmom	xEwmOm
buršenšafty	b}rSn;Saft3/*+
brymlonej	br3/*+mlOnej
manirje	ma'ni:r*jE
ekspertizy	EkspEr'tHiz3/*+
tyłej	t3/*+wej
srjejźnonimskima	srejz+nOJimskima
litawšćinowu	l*jitaUs+ts+inoUu
Wóśoju	w3s+OYu
rytšce	r3/*+ts`tsE
gołyma	goU3/*+ma
Bogišami	bOgis`ami
dichtungu	d1Ct}Ngu
wokiffowanem	hOkH1foUanEm
cypresa	tsy'prEsa
naźeło	naz+EwO
množtej	mnOs`tej
byzaŕ	b3/*+zar*j
panwy	panw3/*+
zwonce	zwOntsE
Smrjodem	smr*jOdEm
kužnołowu	kuz`noUowu
žydńśo	z`3/*+dJs+O
marěnje	mar*jIJE
wupyŕ	hup3/*+r*j
pampužce	pampus`tsE
goalu	golu
gada	gada
chórgoji	xErgOYi
komunarźe	kHOmu'narz+E
Wintorpy	vintOrp3/*+
skibcycce	skipts3/*+ttsE
bigamijowu	biga'mi:jowu
lumpikoma	l}mpikOma
nunwy	nunw3/*+
zgibkich	zgipkix
bencole	bEn'tsol*jE
Kóšce	k3s`tsE
něźi	JIz+i
Kambodžow	kHam'bOdZow
junoniskem	ju'non1sk*jEm
Chwały	xwaU3/*+
konstrukśe	kHOn'str}ks+E
wobśakłej	hOps+akwej
pjakłu	pjakwu
Móltami	mEltami
pomfrytkow	pHOmfr3/*+tkoU
pśimadłach	ps+imadwax
mjazycłowjeskeju	mjaz3/*+tswoUe*^Eskeju
Pawlušami	paUlus`ami
safu	safu
tšojośe	ts`OYOs+E
pśedgódy	ps+EdgEd3/*+
inkassoproceduru	1n'kHasoprotse'du:ru
pósedymoŕtej	p3sEd3/*+mOr*jtej
dawtej	daUtej
Drobce	drOptsE
Kózki	k3ski
oberstleutnantami	'obErst'lOYtnantami
pódkultura	'p3tkH}l'tHu:ra
DM	de'Em
kwiśeł	kwis+Ew
Gółunjach	gEwuJax
nutśnym	nuts+n3/*+m
najgraścach	naIgras+tsax
dymki	d3/*+mki
Crjopy	tsr*jOp3/*+
hokuspokusow	'hok}s'pHok}sow
cyby	ts3/*+b3/*+
ibisu	i:b1su
marsććo	marsts+ts+O
ensemblu	aN'samblu
zwjeršełej	zwe*^Ers`Ewej
pulpu	p}lpu
štanźe	s`tanz+E
połserijow	'pow'zer*jijow
plandŕśo	plandr*js+O
kśěcym	ks+Its3/*+m
sliceu	slaIsu
Zeuse	tsOYsE
pśetrjefiłej	ps+Etr*jEfiwej
kurwośa	kurwOs+a
změkšenjach	zmIks`EJax
Wšole	s`Ol*jE
stwole	stwOl*jE
śěžknitej	s+Is`kJitej
borle	bOrl*jE
Kremloju	krEmlOYu
wuseŕtej	husEr*jtej
rekruśe	re'kru:s+E
kobyłkow	kOb3/*+wkoU
kórśe	k3rs+E
ryli	r3/*+l*ji
TH	te'ha
knorpało	knOrpaUO
kastena	kHastEna
pśijomnosćowu	ps+ijOmnOsts+oUu
huśawce	?us+aUtsE
pódermna	p3dErmna
mokka	mOka
retlu	rEtlu
groovowu	gru:vowu
štynctej	s`t3/*+ntstej
Annje	aJE
inkassopołnomócami	1n'kHaso'pownOmEtsami
měkcachmy	mIktsaxm3/*+
Cešku	tsEs`ku
siestow	zi'Estow
Chótula	xEtula
blizzarźe	bl1zarz+E
knyžam	kn3/*+z`am
mudžahedom	m}dZa'hEdOm
tšojš	ts`OYs`
spirituozu	Spir*jitu'ozu
bažmy	baz`m3/*+
poloshirtami	'pHolo'S2rtami
cuzbna	tsuzbna
zešaŕmej	zEs`ar*jmej
mesu	mEsu
tambury	tHam'bu:r3/*+
lěpšymej	l*jIps`3/*+mej
młośnej	mwOs+nej
Pusztam	pustam
teeniejow	tHi:nijow
Hyadach	hy'a:dax
Hawšach	?aUs`ax
pódmulakoju	p3dmulakOYu
Hajńcoma	?aIJtsOma
Goliathowu	gol*jjatoUu
muslimki	m}'sl*ji:mki
boykotty	bOY'kHOt3/*+
bunkrje	b}Nkr*jE
žyłu	z`3/*+wu
Geśe	g*jEs+E
wampirje	vam'pHir*jE
atitidu	'ati'tHi:du
semjězdoju	sEmjIzdOYu
pótuchleli	p3tuxl*jEl*ji
wósymem	w3s3/*+mEm
zbóžńmy	zb3z`Jm3/*+
cyanidu	tsya'ni:du
zežołtaś	zEz`oUtas+
Tešam	tEs`am
póšesćoŕśo	p3s`Ests+Or*js+O
baronesu	baro'nEsu
pśipińmej	ps+ipiJmej
clachmej	tslaxmej
oboisće	obo'1sts+E
shortstory	'SOrt'stO:r1
kótaražkuli	k3taras`kul*ji
silaža	z1'la:Za
rezonansowej	rezo'nansowej
połdwanasta	poUdwanasta
kisalśo	kisals+O
discounśe	d1'skawns+E
sekundanśe	zekun'dans+E
plańśoju	plaJs+OYu
wótjěś	w3tjIs+
okultny	O'kH}ltn3/*+
cejemž	tsejEms`
mountainbice	mOuntainbitsE
gołubmódra	goUubmEdra
Bóžulowu	b3z`uloUu
informanśe	1nfOr'mans+E
platitidy	'plati'tHi:d3/*+
bjatštundow	bjat-s`tundow
marłem	marwEm
šenkažy	s`ENkaz`3/*+
kśižce	ks+is`tsE
pazoŕmej	pazOr*jmej
pśechodkami	ps+ExOtkami
Gěrtowu	gIrtoUu
piłki	piwki
pjerpuśami	pe*^Erpus+ami
wulwach	hulwax
ryjnośinu	r3/*+jnOs+inu
chlěwoju	xl*jIwOYu
ordru	Ordru
dawmy	daUm3/*+
Gudce	guttsE
Ob	Op
rezeźe	rEzEz+E
pufaśo	pufas+O
geysiry	gaIzi:r3/*+
serwietkow	zEr'vjEtkow
Bermudy	bEr'mu:d3/*+
pśišćeneju	ps+is+ts+Eneju
zezemiś	zEzemis+
okteśe	Ok'tHEs+E
empirizmowu	Empi'r1zmowu
mazurka	ma'z}rka
cyriliskemu	tsy'r1l1sk*jEmu
kśaźami	ks+az+ami
Kjarcmaŕ	kjartsmar*j
byžgamej	b3/*+z`gamej
wudańśo	hudaJs+O
wótpocynut	w3tpOts3/*+nut
pušćawje	pus+ts+aUe*^E
kenguru	kHENguru
snobje	snObe*^E
smaze	smazE
krajopisoju	kraIOpisOYu
Aziatce	a'zja:ttsE
hawaiiskem	ha'vaI1sk*jEm
kósćicu	k3sts+itsu
źiśetne	z+is+EtnE
lěwego	l*jIwEgO
racletteu	ra'klEtu
běrtylfinale	'bIrt3/*+lfi'na:l*jE
wuskócćo	husk3tsts+O
pokuśćo	pOkus+ts+O
kuty	kut3/*+
kiprymi	kipr3/*+mi
paže	paz`E
kładli	kwadl*ji
Zasrjewy	zasr*jEw3/*+
facto	fakto
planetoidy	planeto'i:d3/*+
Chmjelnach	xme*^Elnax
znuŕśo	znur*js+O
zwónce	zw3ntsE
luźikowu	luz+ikoUu
zeserbšććo	zEsErps+ts+O
meningitis	men1N'gi:t1s
dowótwózyś	doU3tw3z3/*+s+
drybtej	dr3/*+ptej
pśilali	ps+ilal*ji
rapse	rapsE
Wóseki	w3sEki
chuźachmy	xuz+axm3/*+
Kölnom	kH9lnOm
rozžeń	rOzz`ejJ
wóttšubśo	w3ts`ups+O
kalcit	kHal'ts1t
plańśu	plaJs+u
žroma	z`rOma
aidsu	etsu
Pěšla	pIs`la
šarmezy	s`armEz3/*+
antikwow	an'tHi:kvow
mokšośach	mOks`Os+ax
wobgnaźmej	hObgnaz+mej
rědcćo	r*jIttsts+O
kuždego	kuz`dEgO
wótjěš	w3tjIs`
pśewěžomej	ps+EwIz`Omej
elektrolytow	elEktro'lytow
hebjoju	?EbjOYu
pilńtej	pilJtej
Hylžach	?3/*+lz`ax
bźezfantazijnosći	'bz+Ezfanta'zijnOsts+i
copyrighty	'kHOpi'raIt3/*+
wóttoŕmej	w3tOr*jmej
tamducy	tamduts3/*+
torrow	tOroU
kompośe	kHOm'pHOs+E
asfalśe	as'fals+E
nolens	nolEns
Wjelšce	we*^Els`tsE
beržešo	bErz`Es`O
antipoźe	anti'pHoz+E
Katuśku	katus+ku
dońtach	dOJtax
žwałźiś	z`waUz+is+
wušpicnamej	hus`pitsnamej
amtami	amtami
skubłali	skubwal*ji
beneficu	bene'fi:tsu
Warnacu	warnatsu
sraś	sras+
delinkwenśe	del1N'kvEns+E
młyny	mw3/*+n3/*+
gauchy	gaUx3/*+
wótpaŕtej	w3tpar*jtej
january	janua:r3/*+
narśwach	nars+wax
Kubšam	kups`am
diwersna	di'vErsna
lumbago	l}m'ba:go
baskilowu	baskiloUu
pyrpańcom	p3/*+rpaJtsOm
ragtimea	rEktaImEa
słowcce	swoUttsE
Prašyjcy	pras`3/*+jts3/*+
Madagaskary	'mada'gaskar3/*+
źěsach	z+Isax
zkrotkim	skrOtkim
wugbatej	hugbatej
limpce	l*jimptsE
štypsmej	s`t3/*+psmej
winynjezamóžnosćowu	win3/*+JEzamEz`nOsts+oUu
mušlu	m}Slu
džusami	dz`usami
adipozitase	adi'pHozitasE
zawuło	zahuwO
wyrctej	w3/*+rtstej
kłosysce	kwOs3/*+stsE
wuměłcu	humIwtsu
rozzni	rOzJi
apokryfowu	apo'kryfowu
žywotce	z`3/*+wOttsE
zlewy	zl*jEw3/*+
antipody	anti'pHod3/*+
kałbasy	kaUbas3/*+
rozmódy	rOzmEd3/*+
łacńmej	watsJmej
łosose	wOsOsE
wuslažkach	huslas`kax
ultrakrotkego	}ltrakrOtk*jEgO
Juźe	ju:z+E
species	SpetsjEs
wusudy	husud3/*+
afghanišćnami	af'gan1s+ts+nami
Nadoły	nadoU3/*+
pasplu	pasplu
skóńcćo	sk3Jtsts+O
abruptnje	a'br}ptJE
waŕśo	war*js+O
cupami	tsupami
Korsy	kOrs3/*+
rozdźelmy	rOzdz+Elm3/*+
śi	s+i
kilty	kH1lt3/*+
Chemnitzowu	kHEmn1tsoUu
dwaźasćamarkoma	dwaz+asts+amarkOma
špicle	Sp1tsl*jE
Puzowu	puzoUu
bogaśnika	bOgas+Jika
bomse	bOmsE
mikroficheow	mi:krofi:Sow
smugaŕ	smugar*j
wuchyujmej	hux3/*+ujmej
dyspnojow	d3/*+spnOYoU
cypśo	ts3/*+ps+O
jěła	jIwa
architektce	arCi'tHEkttsE
ABMnika	abe'EmJika
něchten	JIxtEn
putce	puttsE
Čornebohoju	ts`OrnEbOhOYu
parnichelu	parJixElu
stśěgolińskimi	sts+IgOl*jiJskimi
łdža	dz`a
stipwizitam	'St1pvi'zi:tam
hapmy	?apm3/*+
głownyma	gwoUn3/*+ma
nužlitej	nuz`l*jitej
wupěłej	hupIwej
běchmej	bIxmej
wótseńmy	w3tsejJm3/*+
wołupśo	hOwups+O
gjardulce	gjardultsE
něcožkuli	JItsOs`kul*ji
gniltej	gJiltej
panteisće	pHante'1sts+E
Bóžaku	b3z`aku
reichswehrowu	'raICs'verowu
tšušecy	ts`us`Ets3/*+
coupu	kHu:pu
wobnjeplecćo	hObJEpl*jEtsts+O
gramośćo	gramOs+ts+O
ochranojskej	OxranOYskej
herpesowu	hErpEsoUu
Hanžko	?ans`kO
soulu	sEwlu
měłu	mIwu
klijtej	kl*jitej
bireśe	birEs+E
mungam	m}Ngam
dłujckemu	dwujtsk*jEmu
nutśna	nuts+na
skjaržbu	skjarz`bu
tšułej	ts`uwej
skeetstśělanjam	'ski:t'sts+IlaJam
tšugałce	ts`ugaUtsE
reichswehrami	'raICs'verami
gdyžlebdym	gd3/*+z`l*jEbd3/*+m
cyńmej	ts3/*+Jmej
zezdrjalśo	zEzdr*jals+O
pśipśiźtej	ps+ips+is+tej
zwigny	zwign3/*+
puźašo	puz+as`O
lězucyma	l*jIzuts3/*+ma
dertbnych	dErdbn3/*+x
voyeurce	vwa'j2rtsE
Wjerbnami	we*^Erbnami
Fifakowu	fifakoUu
klijit	kl*jijit
niksy	Jiks3/*+
Mejže	mejz`E
Hobica	?Obitsa
wótnožkach	w3tnOs`kax
rozpěch	rOspIx
Kritśu	kr*jits+u
kalebasa	kal*jEbasa
Sedymgórskimi	sEd3/*+mgErskimi
zawusłyšmy	zaUusw3/*+s`m3/*+
infołopjeni	'1nfo'wOpe*^EJi
tweedu	tvi:du
cewach	tsEwax
papmašejowu	papmas`ejoUu
bardce	barttsE
Nikolausam	n1kOlaUsam
prototypy	proto'tHyp3/*+
pśipłaśiujoš	ps+ipwas+iujOs`
Handrějku	?andrejku
bósośe	b3sOs+E
lubkem	lupkjEm
subordinacjowu	'z}pOrdi'natsjowu
Zybu	z3/*+bu
pioněrka	pjo'ni:rka
wagantstwu	va'gantstwu
wobžych	hObz`3/*+x
šryńtej	s`r3/*+Jtej
hektolitry	'hEkto'l1tr3/*+
ingwerami	1NgvErami
pólšćinje	p3ls+ts+iJE
bluffy	bl9f3/*+
běgła	bIgwa
knorpśo	knOrps+O
pilzeńskimi	p1lzejJskimi
Holśe	?Ols+E
barźcy	bars+ts3/*+
marašinu	mara'Sinu
wjerśkam	we*^Ers+kam
Bósćije	b3sts+ijE
žrěścu	z`r*jIs+tsu
kismetowu	kH1smEtoUu
safee	safEE
plojlow	plOYloU
perpetuum	pEr'pHetu}m
plawcašo	plaUtsas`O
knybŕ	kn3/*+br*j
profiśe	pro'fi:s+E
klěbnej	kl*jIbnej
klownerije	klaUnE'r*jijE
pówězmoma	p3wIzmOma
šwulna	s`wulna
pśedrožćo	ps+EdrOs+ts+O
gažisće	gaz`ists+E
Pawlki	paUlki
scomter	stsOmtEr
tšachotce	ts`axOttsE
serkotacce	sErkOtattsE
dessous	dE'su:
Hanšce	?ans`tsE
kopjecce	kOpe*^EttsE
kobyłu	kOb3/*+wu
Jeśe	jEs+E
Hermanecach	?ErmanEtsax
ceugma	tsOYgma
Francozoma	fran'tsozOma
wudepśo	hudEps+O
spokojnili	spOkOYJil*ji
kelvinje	kHElv1JE
duala	du'a:la
cyrce	ts3/*+rtsE
pśemjateleli	ps+EmjatEl*jEl*ji
Hožow	?Oz`oU
krotcymej	krOtts3/*+mej
comžkuli	tsOms`kul*ji
bongo	bONgo
Cuchołśe	tsuxoUs+E
dosełej	dOsEwej
nunwitej	nunwitej
dowótsejźet	doU3tsejz+Et
dwójcaś	dw3jtsas+
maskulinumemu	maskul*ji:numEmu
brojwje	brOYwe*^E
Pipału	pipaUu
wobejšeł	hObejs`Ew
pšužce	ps`us`tsE
amfory	am'for3/*+
wobcešmy	hOptsEs`m3/*+
jesćiji	jEsts+iji
nazubtej	nazuptej
rymzaśo	r3/*+mzas+O
budyškego	bud3/*+s`k*jEgO
dowěŕśo	doUIr*js+O
jabłonna	jabwOna
klědby	kl*jIdb3/*+
pśemjeńštej	ps+EmejJs`tej
fondsu	fONsu
stojecywóstaśow	stOYEts3/*+w3stas+oU
wobjěmy	hObjIm3/*+
drapawmy	drapaUm3/*+
górcoty	gErtsOt3/*+
žołdki	z`oUtki
Judy	ju:d3/*+
honoraciorow	honora'tsjorow
beržtej	bErs`tej
wisytej	wis3/*+tej
loveparade	lafpHE'ret
pśeceŕtej	ps+EtsEr*jtej
Marsu	marsu
patrulju	pHa'tr}lju
Byzu	b3/*+zu
nunwtej	nunwtej
Merkuru	mEr'kHu:ru
Domšom	dOms`Om
krajikowu	kraIikoUu
wótknyctej	w3tkn3/*+tstej
ježašćo	jEz`as+ts+O
Pužami	puz`ami
žołśachmy	z`oUs+axm3/*+
skrotcmy	skrOttsm3/*+
nosorogaki	nOsOrOgaki
słužbywugbaŕ	swuz`b3/*+hugbar*j
wujěła	hujIwa
hačaku	?ats`aku
Olafu	olafu
Jusće	justs+E
zasłyšmej	zasw3/*+s`mej
zofy	zof3/*+
lagunu	la'gu:nu
Juru	ju:ru
ravioli	ra'vjol*ji
pulowru	p}'lovru
dressu	drEsu
stuntgirl	stantg9rl
farsy	fars3/*+
dewotcionalijam	devotsjo'na:l*jijam
Baalom	ba:lOm
chabźoma	xabz+Oma
žwałźmej	z`waUz+mej
wuwiźmej	huwiz+mej
kakužkuli	kakus`kul*ji
collegee	kHOl1tSE
dozlali	dOzlal*ji
legenźe	le'gEnz+E
mělku	mIlku
narśwow	nars+woU
Izaace	iza:tsE
zamótat	zamEtat
prošašćo	prOs`as+ts+O
salwy	zalv3/*+
drivu	draIvu
smoły	smoU3/*+
lyru	lyru
gammoma	gamOma
Radojzowu	radOYzoUu
kodey	kHod3/*+
zmyło	zm3/*+wO
mufu	m}fu
wóstśmy	w3sts+m3/*+
młow	mwoU
kanclaji	kHants'laIi
šlawchy	s`laUx3/*+
juty	ju:t3/*+
šlinku	s`l*jiNku
bordiroma	bOr'di:rOma
wótrěžoš	w3tr*jIz`Os`
žyły	z`3/*+w3/*+
srjejźce	srejs+tsE
dozy	doz3/*+
rědń	r*jIdJ
tejzkam	tejskam
karbony	kar'bon3/*+
nasypy	nas3/*+p3/*+
pśemokśitej	ps+EmOks+itej
romboidu	rOmbo'i:du
Mšycow	ms`3/*+tsoU
potwjelryby	pOtwe*^Elr3/*+b3/*+
pódswětoma	p3tswItOma
gužlom	guz`lOm
pódryłej	p3dr3/*+wej
klejdach	klejdax
pśebujna	ps+Ebujna
zajědojśćo	zaIIdOYs+ts+O
polěry	pHo'lIr3/*+
zakwasćo	zakwasts+O
safeoju	sefOYu
adagio	a'da:dZo
nocturneoma	nOktHYrnOma
spez	spEs
rogožu	rOgOz`u
Hańžoma	?aJz`Oma
serpy	sErp3/*+
rozprošćo	rOsprOs+ts+O
dogmu	dOgmu
wužułej	huz`uwej
Luizami	lu'i:zami
fantasće	fan'tHasts+E
drastwmy	drastwm3/*+
nejmuśarjowšemu	nej'mus+ar*jows`Emu
nanejžtubakowše	nanejs`tubakoUs`E
nanejžkerjatšym	nanejs`kjEr*jats`3/*+m
nejžornamentalnjejšym	nejs`-OrnamEn'talJejs`3/*+m
nejžžurojśejšych	nej'z`urOYs+ejs`3/*+x
nanejžwažatšu	nanejz`waz`ats`u
nanejsugestiwnjejšym	'nanejsug*jEsˌtiwJejs`3/*+m
nejžześěgatšu	nejz`'zEs+Igats`u
nejsrjejźnośěšu	nej'srejz+nOs+Is`u
nejžendogeńšej	nej's`-EndOg*jeJs`ej
nejmobilnjejšu	nejmo'bilJejs`u
nanejporokrepowšemu	nanejporokrEpoUs`Emu
lubšu	lups`u
nanejfeterowšej	nanejfEtEroUs`ej
nanejžnjewótstarcnjejšu	nanejz`JEw3tstartsJejs`u
nejžgněśatšemu	nejz`gJIs+ats`Emu
nejžsyršych	nejs`s3/*+rs`3/*+x
nejžtulpińšy	nejs`tulpiJs`3/*+
pórědšego	p3r*jIts`EgO
nejryzšu	nej'r3/*+ss`u
nanejzełdgarnjejšyma	nanejzEwdgarJejs`3/*+ma
nanejžlistoznamkowšym	nanejz`l*jistOznamkoUs`3/*+m
nanejzalatšu	nanejzalats`u
sotśińšymi	sOts+iJs`3/*+mi
nanejžcoolnjejšeju	'nanejs`ˌku:lJejs`eju
nejžložowšu	nejz`lOz`oUs`u
nanejnježywša	nanejJEz`3/*+ws`a
nanejwónakšej	nanejw3naks`ej
nanejmezonetowšu	'nanejmezOˌnejows`u
nanejpěknjejšemu	nanejpIkJejs`Emu
nanejžmadonowše	'nanejz`maˌdOnows`E
nanejłagodnjejšej	nanejwagOdJejs`ej
nejžzwarjońša	nejz`zwar*jOJs`a
nanejpłunojśejšy	nanejpunOYs+ejs`3/*+
nejžluksurioznjejšem	nejz`luksur*ji'ozJejs`Em
nanejžtekstilnjejša	nanejs`tEkstilJejs`a
nejžjerjegińšeje	nejz`jEr*jEgiJs`ejE
nanejžebenowšego	nanejs`-ebenows`EgO
nejžbuwołowšeje	nejz`buwoUows`ejE
nanejirewersibelnjejšeje	nanej-irEvErsibElJejs`ejE
nejblokadowšym	nejblOkadoUs`3/*+m
nejžpósłodšu	nejs`p3swOts`u
nejžśańkonogatšemu	nejs`s+aJkOnOgats`Emu
nejwelarnjejšemu	nejvElarJejs`Emu
nejaerozolowšu	nej-aerOzolows`u
nanejždojśowšej	nanejz`dOYs+oUs`ej
nejcedrowša	nejtsEdroUs`a
nejžwšyńšym	nejs`3/*+Js`3/*+m
nejsyśowšemu	nejs3/*+s+oUs`Emu
nejžpryskatša	nejs`pr3/*+skats`a
nanejžbestsellerowšych	nanejz`bEstsElEroUs`3/*+x
nanejžamplowšyma	nanejs`-amplows`3/*+ma
nejkukawińša	nejkukaUiJs`a
nanejžnokowšeje	nanejz`nOkoUs`ejE
nejgirowšymi	nejZiroUs`3/*+mi
nejpakosnjejšem	nejpakOsJejs`Em
nanejśibermódrjejšego	nanejs+ibErmEdrejs`EgO
nejdrillowšy	nejdr1loUs`3/*+
nejžłdzańšych	nejz`dzaJs`3/*+x
nanejždožnětšu	nanejz`dOz`JIts`u
nejgnercatšeje	nejgnErtsats`ejE
nejmutkatšym	nejmutkats`3/*+m
nejdołowšym	nejdoUows`3/*+m
nejšuflatšemu	nejs`uflats`Emu
nejmušlojśejšemu	nejmus`lOYs+ejs`Emu
nanejžchitinoznjejšeju	nanejs`CitinOzJejs`eju
nejpstrugowšy	nejpstrugoUs`3/*+
nejžłaskosćiwšeje	nejz`waskOsts+iws`ejE
nanejžzdrjewjońšy	nanejz`zdr*jEwjOJs`3/*+
nejžpiratnjejšu	nejs`piratJejs`u
nejžmonotońšej	nejz`monotoJs`ej
nanejžzegibowatšy	nanejz`zEgiboUats`3/*+
nejžlěwobocnjejšu	nejz`l*jIwObOtsJejs`u
Libušu	l*jibus`u
nanejtaługowatšej	nanejtaUugoUats`ej
nanejprjatkatšym	nanejpr*jatkats`3/*+m
nejšrumplatšymi	nejs`rumplats`3/*+mi
nanejdoźěłańšemu	nanejdOz+IwaJs`Emu
nejžafirmatiwnjejše	nejz`af1rmativJejs`E
nejžhospicnjejšy	nejz`hOspitsJejs`3/*+
nejžzlubjońšym	nejz`zlubjOJs`3/*+m
nanejžměśowšemu	nanejz`mIs+oUs`Emu
nanejžhelenowše	nanejz`hEl*jEnoUs`E
nanejswjerbatšymi	nanejswe*^Erbats`3/*+mi
nejždonatwarjońša	nejz`dOnatwar*jOJs`a
nanejžoksidowšych	nanejz`OksidoUs`3/*+x
nanejžalweolarnjejša	nanejs`-alveolarJejs`a
nejžsomośańšych	nejs`sOmEs+aJs`3/*+x
nejpjacykowše	nejpjats3/*+koUs`E
nanejžnjedłymšyma	nanejz`JEdw3/*+ms`3/*+ma
nejžmagneziumowšym	nejz`magneziumoUs`3/*+m
nejšlodarcyńšego	nejs`lOdarts3/*+Js`EgO
nejždualowša	nejz`dualoUs`a
nejmaskulinumšu	nejmaskul*jinums`u
nejzbaranjońšemu	nejzbaraJOJs`Emu
nejžmuflonowšym	nejz`muflOnoUs`3/*+m
nanejtoaletowša	nanejtOal*jEtoUs`a
nejžbizamowšymi	nejz`bizamoUs`3/*+mi
nejabstraktnjej	nejapstraktJej
nejžługowatše	nejz`wugoUats`E
nanejžzažrańšych	nanejz`zaz`raJs`3/*+x
nanejpektoralnjejšy	nanejpEktOralJejs`3/*+
nejpódlejšońšy	nejp3dlejs`OJs`3/*+
nanejdajatšeju	nanejdaIats`eju
nejbóžeblidowšy	nejb3z`Ebl*jidoUs`3/*+
nejbóśonowše	nejb3s+OnoUs`E
nanejždrěmatšemu	nanejz`dr*jImats`Emu
nanejžsowcyńša	nanejs`soUts3/*+Js`a
nejběžatšych	nejbIz`ats`3/*+x
nanejjabłonnjejšymi	nanejabwOJejs`3/*+mi
nejznojowatše	nejznOYoUats`E
nejmykawkowšeje	nejm3/*+kaUkoUs`ejE
nanejrewizijnjejšym	nanejrEviziJejs`3/*+m
nejdetektiwnjejšu	nejdEtEktivJejs`u
nejžcigarowšym	nejs`tsigaroUs`3/*+m
nejžtušowšu	nejs`tus`oUs`u
nanejžfleksibelnjejše	nanejz`fl*jEksibElJejs`E
nejžwulažańšym	nejz`wulaz`aJs`3/*+m
nanejwektorielnjejšej	nanejvEktOr*jiElJejs`ej
nejžbelialowšeju	nejz`bel*jialoUs`eju
nanejnobelowšeju	nanejnobEloUs`eju
nejžtotalnjejšej	nejs`totalJejs`ej
nejlubšego	nejlups`EgO
nanejžznajabnjejšemu	nanejz`znaIabJejs`Emu
nejšydnjejšeju	nejs`3/*+dJejs`eju
nejžnadwójakšego	nejz`nadw3jaks`EgO
nanejžmaskulinumša	nanejz`maskul*jinums`a
nejkuražitše	nejkuraz`its`E
nejsyśańšyma	nejs3/*+s+aJs`3/*+ma
nanejžtypkatšyma	nanejs`t3/*+pkats`3/*+ma
nejžbumerangowšym	nejz`bumEraNgoUs`3/*+m
nejždańšeje	nejz`daJs`ejE
nanejgubnjejšymi	nanejgubJejs`3/*+mi
nanejcołowšeju	nanejtsoUows`eju
kralownińšym	kraloUJiJs`3/*+m
nejdatiwowšeje	nejdativoUs`ejE
nejžtudnjejšy	nejs`tudJejs`3/*+
nanejžfachowše	nanejs`faxoUs`E
nejžinertnjejšeje	nejs`-1nErtJejs`ejE
nanejwšuderkańšyma	nanejs`udErkaJs`3/*+ma
nejdutšyma	nejduts`3/*+ma
nejžwaginalnjejšym	nejz`vaginalJejs`3/*+m
nejzdalońšem	nejzdalOJs`Em
nejpušćatšem	nejpus+ts+ats`Em
nanejmóžnostnjejšeju	nanejmEz`nOstJejs`eju
nejžžyłkatšych	nejz`3/*+wkats`3/*+x
nejsplěśońšyma	nejspl*jIs+OJs`3/*+ma
nanejmuchowšego	nanejmuxoUs`EgO
nanejpaśpulińšym	nanejpas+pul*jiJs`3/*+m
nanejžonopžołśejšym	nanejz`OnObz`oUs+ejs`3/*+m
nanejžwjeleseršem	nanejz`we*^El*jEsErs`Em
nanejžnonšalantnjejšej	nanejz`nOns`alantJejs`ej
nejjezusowšeje	nejezusoUs`ejE
nejbilingualnjej	nejbil*jiNgualJej
nanejžrochusowšeju	nanejz`rOxusoUs`eju
nejcwilichowšu	nejtswil*jixoUs`u
nejgniwnjejšej	nejgJiwJejs`ej
nejždouglazowšym	nejz`duglazoUs`3/*+m
nejglazěrowańšy	nejglazIroUaJs`3/*+
nanejnjesolońšymi	nanejJEsOlOJs`3/*+mi
nejžmiksowšeje	nejz`miksoUs`ejE
nejawgustowšym	nej-awg}stows`3/*+m
nejdavisowša	nejdev1soUs`a
nanejžjěkatšy	nanejz`jIkats`3/*+
nanejsonornjejšy	nanejzonorJejs`3/*+
nanejžpochornjowšyma	nanejs`pOxOrJoUs`3/*+ma
nanejžobsceńšyma	nanejz`Opstsejns`3/*+ma
nejžpointěrowańšemu	nejs`pOEntIroUaJs`Emu
nejtepichowšeju	nejtEp1xoUs`eju
nanejnjezežydšońšej	nanejJEzEz`3/*+ts`OJs`ej
nanejpilnosćowšymi	nanejpilnOsts+oUs`3/*+mi
nejžceptarjowšych	nejs`tsEptar*joUs`3/*+x
nanejžzjězdźońšym	nanejz`zjIzdz+OJs`3/*+m
nejruinoznjejšy	nejruinozJejs`3/*+
nanejlěbgódnjejšem	nanejl*jIbgEdJejs`Em
nanejžmiłosnjejšej	nanejz`miwOsJejs`ej
suchšeje	suxs`ejE
nejłokśowša	nejwOks+oUs`a
nanejzmlatšu	nanejzmlats`u
nanejžloterijowšeju	nanejz`lOtEr*jijoUs`eju
nejdańšymi	nejdaJs`3/*+mi
nanejžštormowatšymi	nanejs`tOrmoUats`3/*+mi
nejžfamilijowšy	nejs`famil*jijoUs`3/*+
nejzdušońšyma	nejzdus`OJs`3/*+ma
